id,tp_mm_day
2019_02_-12.75_-59.00,10.292476
2019_02_-12.75_-58.75,8.045546
2019_02_-12.75_-58.50,9.497387
2019_02_-12.75_-58.25,8.027316
2019_02_-12.75_-58.00,9.707344
2019_02_-12.75_-57.75,9.589280
2019_02_-12.75_-57.50,9.078318
2019_02_-12.75_-57.25,9.257419
2019_02_-12.75_-57.00,9.406237
2019_02_-12.75_-56.75,8.849634
2019_02_-12.75_-56.50,8.878007
2019_02_-12.75_-56.25,7.605239
2019_02_-12.75_-56.00,7.262487
2019_02_-12.75_-55.75,7.140490
2019_02_-12.75_-55.50,8.265513
2019_02_-12.75_-55.25,8.623337
2019_02_-12.75_-55.00,8.209173
2019_02_-12.75_-54.75,7.940843
2019_02_-12.75_-54.50,7.973759
2019_02_-12.75_-54.25,8.252398
2019_02_-12.75_-54.00,8.307325
2019_02_-12.75_-53.75,8.235212
2019_02_-12.75_-53.50,8.054841
2019_02_-12.75_-53.25,7.944782
2019_02_-12.75_-53.00,8.009251
2019_02_-12.75_-52.75,8.242225
2019_02_-12.75_-52.50,8.424468
2019_02_-12.75_-52.25,8.448249
2019_02_-12.75_-52.00,8.873068
2019_02_-12.75_-51.75,7.918060
2019_02_-12.75_-51.50,7.638971
2019_02_-12.75_-51.25,8.199606
2019_02_-12.75_-51.00,8.591135
2019_02_-12.75_-50.75,8.632382
2019_02_-12.75_-50.50,8.446654
2019_02_-12.75_-50.25,8.437146
2019_02_-12.75_-50.00,8.819714
2019_02_-12.75_-49.75,8.804581
2019_02_-12.75_-49.50,7.883800
2019_02_-12.75_-49.25,8.116348
2019_02_-12.75_-49.00,8.037680
2019_02_-12.75_-48.75,8.128787
2019_02_-12.75_-48.50,8.526120
2019_02_-12.75_-48.25,8.237065
2019_02_-12.75_-48.00,7.212533
2019_02_-12.75_-47.75,6.636512
2019_02_-12.75_-47.50,6.799546
2019_02_-12.75_-47.25,7.653362
2019_02_-12.75_-47.00,7.460475
2019_02_-12.75_-46.75,5.274524
2019_02_-12.75_-46.50,6.010923
2019_02_-12.75_-46.25,6.737612
2019_02_-12.75_-46.00,5.997604
2019_02_-12.75_-45.75,5.173103
2019_02_-12.75_-45.50,5.252384
2019_02_-12.75_-45.25,5.394869
2019_02_-12.75_-45.00,4.932218
2019_02_-12.75_-44.75,5.004666
2019_02_-12.75_-44.50,5.164018
2019_02_-12.75_-44.25,4.725252
2019_02_-12.75_-44.00,3.703179
2019_02_-12.75_-43.75,3.230432
2019_02_-12.75_-43.50,3.294274
2019_02_-12.75_-43.25,2.990283
2019_02_-12.75_-43.00,3.260510
2019_02_-12.75_-42.75,3.076148
2019_02_-12.75_-42.50,2.095329
2019_02_-12.75_-42.25,2.365213
2019_02_-12.75_-42.00,2.791434
2019_02_-12.75_-41.75,2.639762
2019_02_-12.75_-41.50,2.649519
2019_02_-12.75_-41.25,2.870193
2019_02_-12.75_-41.00,2.866789
2019_02_-12.75_-40.75,3.063020
2019_02_-12.75_-40.50,2.215420
2019_02_-12.75_-40.25,1.743343
2019_02_-12.75_-40.00,1.714087
2019_02_-12.75_-39.75,1.693745
2019_02_-12.75_-39.50,2.102435
2019_02_-12.75_-39.25,2.595402
2019_02_-12.75_-39.00,3.004866
2019_02_-12.75_-38.75,3.012595
2019_02_-12.75_-38.50,2.429565
2019_02_-12.75_-38.25,2.182817
2019_02_-12.75_-38.00,2.119734
2019_02_-12.75_-37.75,1.871843
2019_02_-12.75_-37.50,1.658209
2019_02_-12.75_-37.25,1.550099
2019_02_-12.75_-37.00,1.446506
2019_02_-12.75_-36.75,1.338248
2019_02_-12.75_-36.50,1.295464
2019_02_-12.75_-36.25,1.190245
2019_02_-12.75_-36.00,1.229595
2019_02_-12.75_-35.75,1.176927
2019_02_-12.75_-35.50,1.195518
2019_02_-12.75_-35.25,1.164709
2019_02_-12.75_-35.00,1.156331
2019_02_-12.75_-34.75,1.143340
2019_02_-12.75_-34.50,1.115748
2019_02_-12.75_-34.25,1.097101
2019_02_-12.75_-34.00,1.061810
2019_02_-12.75_-33.75,1.045750
2019_02_-12.75_-33.50,1.007281
2019_02_-12.75_-33.25,0.996588
2019_02_-12.75_-33.00,0.972826
2019_02_-12.75_-32.75,0.942605
2019_02_-12.75_-32.50,0.919436
2019_02_-12.75_-32.25,0.906049
2019_02_-12.75_-32.00,0.884476
2019_02_-12.75_-31.75,0.868515
2019_02_-12.75_-31.50,0.872310
2019_02_-12.75_-31.25,0.856378
2019_02_-12.75_-31.00,0.870774
2019_02_-12.75_-30.75,0.842573
2019_02_-12.75_-30.50,0.816908
2019_02_-12.75_-30.25,0.797960
2019_02_-12.75_-30.00,0.784711
2019_02_-12.75_-29.75,0.776648
2019_02_-12.75_-29.50,0.755920
2019_02_-12.75_-29.25,0.746597
2019_02_-12.75_-29.00,0.752578
2019_02_-12.75_-28.75,0.747141
2019_02_-12.75_-28.50,0.747237
2019_02_-12.75_-28.25,0.740850
2019_02_-12.75_-28.00,0.742907
2019_02_-12.75_-27.75,0.746150
2019_02_-12.75_-27.50,0.729644
2019_02_-12.75_-27.25,0.736498
2019_02_-12.75_-27.00,0.708215
2019_02_-12.75_-26.75,0.717126
2019_02_-12.75_-26.50,0.699745
2019_02_-12.75_-26.25,0.687645
2019_02_-12.75_-26.00,0.661024
2019_02_-12.75_-25.75,0.644472
2019_02_-12.75_-25.50,0.640002
2019_02_-12.75_-25.25,0.628825
2019_02_-12.75_-25.00,0.632412
2019_02_-12.50_-90.00,0.528814
2019_02_-12.50_-89.75,0.551753
2019_02_-12.50_-89.50,0.535596
2019_02_-12.50_-89.25,0.548645
2019_02_-12.50_-89.00,0.577549
2019_02_-12.50_-88.75,0.588005
2019_02_-12.50_-88.50,0.570035
2019_02_-12.50_-88.25,0.551637
2019_02_-12.50_-88.00,0.564341
2019_02_-12.50_-87.75,0.599216
2019_02_-12.50_-87.50,0.596676
2019_02_-12.50_-87.25,0.591564
2019_02_-12.50_-87.00,0.595732
2019_02_-12.50_-86.75,0.604879
2019_02_-12.50_-86.50,0.612505
2019_02_-12.50_-86.25,0.642992
2019_02_-12.50_-86.00,0.690323
2019_02_-12.50_-85.75,0.659447
2019_02_-12.50_-85.50,0.645175
2019_02_-12.50_-85.25,0.699175
2019_02_-12.50_-85.00,0.681813
2019_02_-12.50_-84.75,0.733158
2019_02_-12.50_-84.50,0.712697
2019_02_-12.50_-84.25,0.717554
2019_02_-12.50_-84.00,0.739178
2019_02_-12.50_-83.75,0.685354
2019_02_-12.50_-83.50,0.733751
2019_02_-12.50_-83.25,0.673863
2019_02_-12.50_-83.00,0.705669
2019_02_-12.50_-82.75,0.676433
2019_02_-12.50_-82.50,0.661103
2019_02_-12.50_-82.25,0.677076
2019_02_-12.50_-82.00,0.661492
2019_02_-12.50_-81.75,0.634698
2019_02_-12.50_-81.50,0.647538
2019_02_-12.50_-81.25,0.621368
2019_02_-12.50_-81.00,0.621812
2019_02_-12.50_-80.75,0.665736
2019_02_-12.50_-80.50,0.614995
2019_02_-12.50_-80.25,0.672606
2019_02_-12.50_-80.00,0.597718
2019_02_-12.50_-79.75,0.484146
2019_02_-12.50_-79.50,0.419672
2019_02_-12.50_-79.25,0.342478
2019_02_-12.50_-79.00,0.304365
2019_02_-12.50_-78.75,0.312363
2019_02_-12.50_-78.50,0.216310
2019_02_-12.50_-78.25,0.263834
2019_02_-12.50_-78.00,0.210178
2019_02_-12.50_-77.75,0.201996
2019_02_-12.50_-77.50,0.222812
2019_02_-12.50_-77.25,0.235626
2019_02_-12.50_-77.00,0.328652
2019_02_-12.50_-76.75,0.784834
2019_02_-12.50_-76.50,1.811826
2019_02_-12.50_-76.25,5.985012
2019_02_-12.50_-76.00,8.848948
2019_02_-12.50_-75.75,8.074924
2019_02_-12.50_-75.50,7.724163
2019_02_-12.50_-75.25,7.481581
2019_02_-12.50_-75.00,6.758678
2019_02_-12.50_-74.75,7.204283
2019_02_-12.50_-74.50,9.027582
2019_02_-12.50_-74.25,7.099596
2019_02_-12.50_-74.00,7.225801
2019_02_-12.50_-73.75,10.700912
2019_02_-12.50_-73.50,16.864016
2019_02_-12.50_-73.25,18.691448
2019_02_-12.50_-73.00,14.742184
2019_02_-12.50_-72.75,9.749544
2019_02_-12.50_-72.50,8.357608
2019_02_-12.50_-72.25,10.674506
2019_02_-12.50_-72.00,14.320426
2019_02_-12.50_-71.75,20.775843
2019_02_-12.50_-71.50,15.267260
2019_02_-12.50_-71.25,13.282146
2019_02_-12.50_-71.00,11.337682
2019_02_-12.50_-70.75,9.835644
2019_02_-12.50_-70.50,10.521977
2019_02_-12.50_-70.25,12.146585
2019_02_-12.50_-70.00,13.805300
2019_02_-12.50_-69.75,14.058771
2019_02_-12.50_-69.50,12.175363
2019_02_-12.50_-69.25,11.056025
2019_02_-12.50_-69.00,10.543138
2019_02_-12.50_-68.75,10.891669
2019_02_-12.50_-68.50,10.585914
2019_02_-12.50_-68.25,9.829833
2019_02_-12.50_-68.00,9.843253
2019_02_-12.50_-67.75,9.257456
2019_02_-12.50_-67.50,9.056615
2019_02_-12.50_-67.25,8.943306
2019_02_-12.50_-67.00,8.743548
2019_02_-12.50_-66.75,8.384559
2019_02_-12.50_-66.50,8.490363
2019_02_-12.50_-66.25,8.018676
2019_02_-12.50_-66.00,7.753144
2019_02_-12.50_-65.75,8.768880
2019_02_-12.50_-65.50,8.171682
2019_02_-12.50_-65.25,8.074103
2019_02_-12.50_-65.00,8.626942
2019_02_-12.50_-64.75,8.552344
2019_02_-12.50_-64.50,8.328245
2019_02_-12.50_-64.25,8.283727
2019_02_-12.50_-64.00,8.544612
2019_02_-12.50_-63.75,8.499823
2019_02_-12.50_-63.50,8.054654
2019_02_-12.50_-63.25,8.827029
2019_02_-12.50_-63.00,8.702714
2019_02_-12.50_-62.75,8.783382
2019_02_-12.50_-62.50,8.624017
2019_02_-12.50_-62.25,8.341280
2019_02_-12.50_-62.00,8.459706
2019_02_-12.50_-61.75,9.975489
2019_02_-12.50_-61.50,10.893996
2019_02_-12.50_-61.25,9.302297
2019_02_-12.50_-61.00,8.618081
2019_02_-12.50_-60.75,8.190078
2019_02_-12.50_-60.50,9.139520
2019_02_-12.50_-60.25,9.663264
2019_02_-12.50_-60.00,8.034590
2019_02_-12.50_-59.75,7.960660
2019_02_-12.50_-59.50,7.890980
2019_02_-12.50_-59.25,7.519864
2019_02_-12.50_-59.00,8.454533
2019_02_-12.50_-58.75,8.378035
2019_02_-12.50_-58.50,9.788744
2019_02_-12.50_-58.25,8.116382
2019_02_-12.50_-58.00,9.146949
2019_02_-12.50_-57.75,9.304623
2019_02_-12.50_-57.50,9.280072
2019_02_-12.50_-57.25,9.371912
2019_02_-12.50_-57.00,9.178309
2019_02_-12.50_-56.75,8.719225
2019_02_-12.50_-56.50,8.861352
2019_02_-12.50_-56.25,8.735697
2019_02_-12.50_-56.00,8.248443
2019_02_-12.50_-55.75,7.243065
2019_02_-12.50_-55.50,8.056779
2019_02_-12.50_-55.25,8.475047
2019_02_-12.50_-55.00,8.152279
2019_02_-12.50_-54.75,7.830288
2019_02_-12.50_-54.50,7.842329
2019_02_-12.50_-54.25,8.090217
2019_02_-12.50_-54.00,8.032275
2019_02_-12.50_-53.75,8.037598
2019_02_-12.50_-53.50,8.262976
2019_02_-12.50_-53.25,8.310794
2019_02_-12.50_-53.00,8.323744
2019_02_-12.50_-52.75,8.225956
2019_02_-12.50_-52.50,8.080413
2019_02_-12.50_-52.25,8.420121
2019_02_-12.50_-52.00,9.305993
2019_02_-12.50_-51.75,7.876861
2019_02_-12.50_-51.50,7.643477
2019_02_-12.50_-51.25,8.085181
2019_02_-12.50_-51.00,8.431614
2019_02_-12.50_-50.75,8.805243
2019_02_-12.50_-50.50,8.720637
2019_02_-12.50_-50.25,8.455293
2019_02_-12.50_-50.00,8.688841
2019_02_-12.50_-49.75,8.759804
2019_02_-12.50_-49.50,8.084938
2019_02_-12.50_-49.25,8.378182
2019_02_-12.50_-49.00,8.131776
2019_02_-12.50_-48.75,7.749810
2019_02_-12.50_-48.50,7.323095
2019_02_-12.50_-48.25,7.113321
2019_02_-12.50_-48.00,7.320727
2019_02_-12.50_-47.75,7.512323
2019_02_-12.50_-47.50,7.051229
2019_02_-12.50_-47.25,6.997963
2019_02_-12.50_-47.00,6.640498
2019_02_-12.50_-46.75,5.598728
2019_02_-12.50_-46.50,6.974583
2019_02_-12.50_-46.25,7.599264
2019_02_-12.50_-46.00,6.377038
2019_02_-12.50_-45.75,5.199657
2019_02_-12.50_-45.50,5.360279
2019_02_-12.50_-45.25,4.731876
2019_02_-12.50_-45.00,4.567266
2019_02_-12.50_-44.75,5.201965
2019_02_-12.50_-44.50,5.038679
2019_02_-12.50_-44.25,4.922113
2019_02_-12.50_-44.00,4.112689
2019_02_-12.50_-43.75,3.323272
2019_02_-12.50_-43.50,3.282167
2019_02_-12.50_-43.25,3.708587
2019_02_-12.50_-43.00,3.791954
2019_02_-12.50_-42.75,2.177251
2019_02_-12.50_-42.50,1.852023
2019_02_-12.50_-42.25,2.886779
2019_02_-12.50_-42.00,2.694305
2019_02_-12.50_-41.75,2.422320
2019_02_-12.50_-41.50,2.546637
2019_02_-12.50_-41.25,2.694329
2019_02_-12.50_-41.00,2.772209
2019_02_-12.50_-40.75,3.163497
2019_02_-12.50_-40.50,2.471325
2019_02_-12.50_-40.25,2.148887
2019_02_-12.50_-40.00,1.924602
2019_02_-12.50_-39.75,1.895057
2019_02_-12.50_-39.50,1.965713
2019_02_-12.50_-39.25,2.181581
2019_02_-12.50_-39.00,2.425548
2019_02_-12.50_-38.75,2.462497
2019_02_-12.50_-38.50,2.318689
2019_02_-12.50_-38.25,3.059223
2019_02_-12.50_-38.00,2.166931
2019_02_-12.50_-37.75,2.138410
2019_02_-12.50_-37.50,1.799366
2019_02_-12.50_-37.25,1.584212
2019_02_-12.50_-37.00,1.478830
2019_02_-12.50_-36.75,1.393772
2019_02_-12.50_-36.50,1.391205
2019_02_-12.50_-36.25,1.287874
2019_02_-12.50_-36.00,1.269215
2019_02_-12.50_-35.75,1.227140
2019_02_-12.50_-35.50,1.222930
2019_02_-12.50_-35.25,1.210777
2019_02_-12.50_-35.00,1.195066
2019_02_-12.50_-34.75,1.178747
2019_02_-12.50_-34.50,1.163144
2019_02_-12.50_-34.25,1.136957
2019_02_-12.50_-34.00,1.081559
2019_02_-12.50_-33.75,1.082820
2019_02_-12.50_-33.50,1.062268
2019_02_-12.50_-33.25,1.040171
2019_02_-12.50_-33.00,1.003360
2019_02_-12.50_-32.75,0.975176
2019_02_-12.50_-32.50,0.945509
2019_02_-12.50_-32.25,0.922853
2019_02_-12.50_-32.00,0.917028
2019_02_-12.50_-31.75,0.889252
2019_02_-12.50_-31.50,0.890560
2019_02_-12.50_-31.25,0.866902
2019_02_-12.50_-31.00,0.884182
2019_02_-12.50_-30.75,0.856546
2019_02_-12.50_-30.50,0.831411
2019_02_-12.50_-30.25,0.805387
2019_02_-12.50_-30.00,0.779288
2019_02_-12.50_-29.75,0.772285
2019_02_-12.50_-29.50,0.760366
2019_02_-12.50_-29.25,0.758918
2019_02_-12.50_-29.00,0.763834
2019_02_-12.50_-28.75,0.754542
2019_02_-12.50_-28.50,0.759136
2019_02_-12.50_-28.25,0.758017
2019_02_-12.50_-28.00,0.751590
2019_02_-12.50_-27.75,0.745450
2019_02_-12.50_-27.50,0.740264
2019_02_-12.50_-27.25,0.738179
2019_02_-12.50_-27.00,0.701165
2019_02_-12.50_-26.75,0.728371
2019_02_-12.50_-26.50,0.685955
2019_02_-12.50_-26.25,0.680080
2019_02_-12.50_-26.00,0.669713
2019_02_-12.50_-25.75,0.655851
2019_02_-12.50_-25.50,0.643609
2019_02_-12.50_-25.25,0.628838
2019_02_-12.50_-25.00,0.642890
2019_02_-12.25_-90.00,0.576643
2019_02_-12.25_-89.75,0.534516
2019_02_-12.25_-89.50,0.576762
2019_02_-12.25_-89.25,0.571425
2019_02_-12.25_-89.00,0.589812
2019_02_-12.25_-88.75,0.608000
2019_02_-12.25_-88.50,0.594504
2019_02_-12.25_-88.25,0.574786
2019_02_-12.25_-88.00,0.588804
2019_02_-12.25_-87.75,0.565243
2019_02_-12.25_-87.50,0.632390
2019_02_-12.25_-87.25,0.614202
2019_02_-12.25_-87.00,0.616450
2019_02_-12.25_-86.75,0.630391
2019_02_-12.25_-86.50,0.652567
2019_02_-12.25_-86.25,0.673391
2019_02_-12.25_-86.00,0.675999
2019_02_-12.25_-85.75,0.686378
2019_02_-12.25_-85.50,0.711483
2019_02_-12.25_-85.25,0.715904
2019_02_-12.25_-85.00,0.730703
2019_02_-12.25_-84.75,0.747460
2019_02_-12.25_-84.50,0.765959
2019_02_-12.25_-84.25,0.790270
2019_02_-12.25_-84.00,0.798475
2019_02_-12.25_-83.75,0.777300
2019_02_-12.25_-83.50,0.811190
2019_02_-12.25_-83.25,0.709781
2019_02_-12.25_-83.00,0.759623
2019_02_-12.25_-82.75,0.697801
2019_02_-12.25_-82.50,0.737771
2019_02_-12.25_-82.25,0.714724
2019_02_-12.25_-82.00,0.666846
2019_02_-12.25_-81.75,0.682887
2019_02_-12.25_-81.50,0.719480
2019_02_-12.25_-81.25,0.639665
2019_02_-12.25_-81.00,0.727447
2019_02_-12.25_-80.75,0.590665
2019_02_-12.25_-80.50,0.634560
2019_02_-12.25_-80.25,0.550624
2019_02_-12.25_-80.00,0.440216
2019_02_-12.25_-79.75,0.416073
2019_02_-12.25_-79.50,0.434777
2019_02_-12.25_-79.25,0.369988
2019_02_-12.25_-79.00,0.381141
2019_02_-12.25_-78.75,0.244955
2019_02_-12.25_-78.50,0.254919
2019_02_-12.25_-78.25,0.220212
2019_02_-12.25_-78.00,0.207648
2019_02_-12.25_-77.75,0.238887
2019_02_-12.25_-77.50,0.260400
2019_02_-12.25_-77.25,0.324015
2019_02_-12.25_-77.00,0.554113
2019_02_-12.25_-76.75,1.393017
2019_02_-12.25_-76.50,4.341539
2019_02_-12.25_-76.25,8.885546
2019_02_-12.25_-76.00,8.034389
2019_02_-12.25_-75.75,7.324903
2019_02_-12.25_-75.50,7.812022
2019_02_-12.25_-75.25,7.615965
2019_02_-12.25_-75.00,6.305542
2019_02_-12.25_-74.75,7.007099
2019_02_-12.25_-74.50,12.731135
2019_02_-12.25_-74.25,12.767137
2019_02_-12.25_-74.00,10.032140
2019_02_-12.25_-73.75,8.597253
2019_02_-12.25_-73.50,13.080053
2019_02_-12.25_-73.25,19.958267
2019_02_-12.25_-73.00,18.080599
2019_02_-12.25_-72.75,12.292596
2019_02_-12.25_-72.50,13.520860
2019_02_-12.25_-72.25,13.349482
2019_02_-12.25_-72.00,12.805765
2019_02_-12.25_-71.75,9.420525
2019_02_-12.25_-71.50,8.487527
2019_02_-12.25_-71.25,8.174787
2019_02_-12.25_-71.00,9.224503
2019_02_-12.25_-70.75,11.077848
2019_02_-12.25_-70.50,13.287414
2019_02_-12.25_-70.25,12.654806
2019_02_-12.25_-70.00,10.806717
2019_02_-12.25_-69.75,9.914177
2019_02_-12.25_-69.50,9.478403
2019_02_-12.25_-69.25,9.901440
2019_02_-12.25_-69.00,9.980833
2019_02_-12.25_-68.75,9.635893
2019_02_-12.25_-68.50,9.292766
2019_02_-12.25_-68.25,9.283936
2019_02_-12.25_-68.00,9.229376
2019_02_-12.25_-67.75,9.091152
2019_02_-12.25_-67.50,8.884309
2019_02_-12.25_-67.25,8.995915
2019_02_-12.25_-67.00,8.773661
2019_02_-12.25_-66.75,8.642123
2019_02_-12.25_-66.50,8.680675
2019_02_-12.25_-66.25,8.678782
2019_02_-12.25_-66.00,8.608169
2019_02_-12.25_-65.75,8.416764
2019_02_-12.25_-65.50,8.395268
2019_02_-12.25_-65.25,8.285957
2019_02_-12.25_-65.00,7.877351
2019_02_-12.25_-64.75,8.746367
2019_02_-12.25_-64.50,8.531568
2019_02_-12.25_-64.25,8.414458
2019_02_-12.25_-64.00,8.467969
2019_02_-12.25_-63.75,8.577417
2019_02_-12.25_-63.50,8.911031
2019_02_-12.25_-63.25,8.944680
2019_02_-12.25_-63.00,8.574294
2019_02_-12.25_-62.75,8.300913
2019_02_-12.25_-62.50,8.694933
2019_02_-12.25_-62.25,9.888679
2019_02_-12.25_-62.00,9.604989
2019_02_-12.25_-61.75,9.365548
2019_02_-12.25_-61.50,8.915622
2019_02_-12.25_-61.25,7.740344
2019_02_-12.25_-61.00,8.200188
2019_02_-12.25_-60.75,9.044409
2019_02_-12.25_-60.50,8.444148
2019_02_-12.25_-60.25,8.631340
2019_02_-12.25_-60.00,8.104694
2019_02_-12.25_-59.75,8.825229
2019_02_-12.25_-59.50,9.489072
2019_02_-12.25_-59.25,9.028097
2019_02_-12.25_-59.00,8.132739
2019_02_-12.25_-58.75,8.280147
2019_02_-12.25_-58.50,9.681339
2019_02_-12.25_-58.25,9.769893
2019_02_-12.25_-58.00,9.170012
2019_02_-12.25_-57.75,9.645219
2019_02_-12.25_-57.50,10.184983
2019_02_-12.25_-57.25,9.995133
2019_02_-12.25_-57.00,9.335264
2019_02_-12.25_-56.75,9.174075
2019_02_-12.25_-56.50,9.170122
2019_02_-12.25_-56.25,9.143780
2019_02_-12.25_-56.00,8.483570
2019_02_-12.25_-55.75,8.305345
2019_02_-12.25_-55.50,8.185598
2019_02_-12.25_-55.25,7.988783
2019_02_-12.25_-55.00,7.974486
2019_02_-12.25_-54.75,8.261474
2019_02_-12.25_-54.50,8.358344
2019_02_-12.25_-54.25,7.931697
2019_02_-12.25_-54.00,8.336083
2019_02_-12.25_-53.75,8.279841
2019_02_-12.25_-53.50,7.932817
2019_02_-12.25_-53.25,8.152105
2019_02_-12.25_-53.00,8.352652
2019_02_-12.25_-52.75,8.578373
2019_02_-12.25_-52.50,8.153235
2019_02_-12.25_-52.25,7.095978
2019_02_-12.25_-52.00,7.778911
2019_02_-12.25_-51.75,7.357057
2019_02_-12.25_-51.50,9.542741
2019_02_-12.25_-51.25,8.143789
2019_02_-12.25_-51.00,8.510472
2019_02_-12.25_-50.75,8.951465
2019_02_-12.25_-50.50,8.940753
2019_02_-12.25_-50.25,8.812240
2019_02_-12.25_-50.00,8.819201
2019_02_-12.25_-49.75,8.927387
2019_02_-12.25_-49.50,8.932603
2019_02_-12.25_-49.25,8.834257
2019_02_-12.25_-49.00,8.516365
2019_02_-12.25_-48.75,8.399386
2019_02_-12.25_-48.50,8.397953
2019_02_-12.25_-48.25,8.914167
2019_02_-12.25_-48.00,9.712629
2019_02_-12.25_-47.75,9.304646
2019_02_-12.25_-47.50,7.791992
2019_02_-12.25_-47.25,7.943747
2019_02_-12.25_-47.00,7.505460
2019_02_-12.25_-46.75,6.844419
2019_02_-12.25_-46.50,8.053960
2019_02_-12.25_-46.25,8.085366
2019_02_-12.25_-46.00,6.514274
2019_02_-12.25_-45.75,5.372380
2019_02_-12.25_-45.50,5.676130
2019_02_-12.25_-45.25,4.860952
2019_02_-12.25_-45.00,4.607488
2019_02_-12.25_-44.75,5.200368
2019_02_-12.25_-44.50,5.422034
2019_02_-12.25_-44.25,5.853456
2019_02_-12.25_-44.00,5.328572
2019_02_-12.25_-43.75,4.127357
2019_02_-12.25_-43.50,3.317752
2019_02_-12.25_-43.25,3.552122
2019_02_-12.25_-43.00,3.848622
2019_02_-12.25_-42.75,2.311285
2019_02_-12.25_-42.50,2.339399
2019_02_-12.25_-42.25,3.174872
2019_02_-12.25_-42.00,2.749008
2019_02_-12.25_-41.75,2.447673
2019_02_-12.25_-41.50,2.927069
2019_02_-12.25_-41.25,3.311408
2019_02_-12.25_-41.00,2.887669
2019_02_-12.25_-40.75,2.839105
2019_02_-12.25_-40.50,2.714928
2019_02_-12.25_-40.25,2.508316
2019_02_-12.25_-40.00,2.334072
2019_02_-12.25_-39.75,2.273314
2019_02_-12.25_-39.50,2.116750
2019_02_-12.25_-39.25,2.066949
2019_02_-12.25_-39.00,2.112860
2019_02_-12.25_-38.75,2.170903
2019_02_-12.25_-38.50,2.104898
2019_02_-12.25_-38.25,2.048312
2019_02_-12.25_-38.00,2.377010
2019_02_-12.25_-37.75,2.322153
2019_02_-12.25_-37.50,1.943999
2019_02_-12.25_-37.25,1.697888
2019_02_-12.25_-37.00,1.580949
2019_02_-12.25_-36.75,1.454892
2019_02_-12.25_-36.50,1.370806
2019_02_-12.25_-36.25,1.319009
2019_02_-12.25_-36.00,1.291739
2019_02_-12.25_-35.75,1.257067
2019_02_-12.25_-35.50,1.223511
2019_02_-12.25_-35.25,1.222489
2019_02_-12.25_-35.00,1.227285
2019_02_-12.25_-34.75,1.214636
2019_02_-12.25_-34.50,1.189481
2019_02_-12.25_-34.25,1.160963
2019_02_-12.25_-34.00,1.129045
2019_02_-12.25_-33.75,1.116527
2019_02_-12.25_-33.50,1.056351
2019_02_-12.25_-33.25,1.046560
2019_02_-12.25_-33.00,1.014613
2019_02_-12.25_-32.75,1.003968
2019_02_-12.25_-32.50,0.980384
2019_02_-12.25_-32.25,0.952937
2019_02_-12.25_-32.00,0.951094
2019_02_-12.25_-31.75,0.916079
2019_02_-12.25_-31.50,0.902834
2019_02_-12.25_-31.25,0.888357
2019_02_-12.25_-31.00,0.890767
2019_02_-12.25_-30.75,0.865018
2019_02_-12.25_-30.50,0.839177
2019_02_-12.25_-30.25,0.816180
2019_02_-12.25_-30.00,0.795678
2019_02_-12.25_-29.75,0.784017
2019_02_-12.25_-29.50,0.772508
2019_02_-12.25_-29.25,0.766963
2019_02_-12.25_-29.00,0.769677
2019_02_-12.25_-28.75,0.765810
2019_02_-12.25_-28.50,0.765148
2019_02_-12.25_-28.25,0.762316
2019_02_-12.25_-28.00,0.755547
2019_02_-12.25_-27.75,0.746504
2019_02_-12.25_-27.50,0.738036
2019_02_-12.25_-27.25,0.730219
2019_02_-12.25_-27.00,0.698735
2019_02_-12.25_-26.75,0.700414
2019_02_-12.25_-26.50,0.669217
2019_02_-12.25_-26.25,0.668253
2019_02_-12.25_-26.00,0.654107
2019_02_-12.25_-25.75,0.653444
2019_02_-12.25_-25.50,0.667499
2019_02_-12.25_-25.25,0.651991
2019_02_-12.25_-25.00,0.649025
2019_02_-12.00_-90.00,0.618491
2019_02_-12.00_-89.75,0.590775
2019_02_-12.00_-89.50,0.628883
2019_02_-12.00_-89.25,0.621574
2019_02_-12.00_-89.00,0.646243
2019_02_-12.00_-88.75,0.651322
2019_02_-12.00_-88.50,0.622227
2019_02_-12.00_-88.25,0.616652
2019_02_-12.00_-88.00,0.620411
2019_02_-12.00_-87.75,0.603750
2019_02_-12.00_-87.50,0.642767
2019_02_-12.00_-87.25,0.638207
2019_02_-12.00_-87.00,0.655541
2019_02_-12.00_-86.75,0.648708
2019_02_-12.00_-86.50,0.656181
2019_02_-12.00_-86.25,0.680037
2019_02_-12.00_-86.00,0.664290
2019_02_-12.00_-85.75,0.708526
2019_02_-12.00_-85.50,0.688064
2019_02_-12.00_-85.25,0.727988
2019_02_-12.00_-85.00,0.769665
2019_02_-12.00_-84.75,0.751217
2019_02_-12.00_-84.50,0.795917
2019_02_-12.00_-84.25,0.828623
2019_02_-12.00_-84.00,0.812099
2019_02_-12.00_-83.75,0.799803
2019_02_-12.00_-83.50,0.751480
2019_02_-12.00_-83.25,0.746153
2019_02_-12.00_-83.00,0.787303
2019_02_-12.00_-82.75,0.736180
2019_02_-12.00_-82.50,0.725256
2019_02_-12.00_-82.25,0.709243
2019_02_-12.00_-82.00,0.714807
2019_02_-12.00_-81.75,0.733359
2019_02_-12.00_-81.50,0.656327
2019_02_-12.00_-81.25,0.641216
2019_02_-12.00_-81.00,0.660783
2019_02_-12.00_-80.75,0.602979
2019_02_-12.00_-80.50,0.613910
2019_02_-12.00_-80.25,0.537818
