id,tp_mm_day,status,source_branch,source_commit,origin_month
2019_02_-13.00_-43.25,3.130436,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-43.00,3.323418,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-42.75,3.967192,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-42.50,1.993642,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-42.25,2.458384,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-42.00,3.965910,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-41.75,3.502235,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-41.50,3.320835,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-41.25,3.735555,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-41.00,2.404281,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-40.75,2.074198,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-40.50,1.853782,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-40.25,2.062302,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-40.00,2.167481,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-39.75,2.388392,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-39.50,2.653870,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-39.25,2.899239,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-39.00,3.172496,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-38.75,2.869990,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-38.50,2.414388,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-38.25,2.166676,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-38.00,1.946438,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-37.75,1.824947,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-37.50,1.666872,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-37.25,1.536481,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-37.00,1.439262,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-36.75,1.359394,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-36.50,1.302330,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-36.25,1.197108,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-36.00,1.227863,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-35.75,1.162827,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-35.50,1.194869,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-35.25,1.159321,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-35.00,1.145340,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-34.75,1.112721,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-34.50,1.075172,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-34.25,1.067640,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-34.00,1.031848,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-33.75,1.028496,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-33.50,0.997582,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-33.25,0.981566,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-33.00,0.954904,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-32.75,0.927693,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-32.50,0.903730,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-32.25,0.884213,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-32.00,0.862343,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-31.75,0.849306,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-31.50,0.842878,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-31.25,0.846283,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-31.00,0.841705,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-30.75,0.827150,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-30.50,0.805377,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-30.25,0.792600,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-30.00,0.778663,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-29.75,0.753917,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-29.50,0.736953,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-29.25,0.738844,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-29.00,0.733075,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-28.75,0.727856,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-28.50,0.726621,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-28.25,0.717125,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-28.00,0.714502,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-27.75,0.717252,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-27.50,0.715451,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-27.25,0.725333,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-27.00,0.702842,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-26.75,0.712304,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-26.50,0.693695,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-26.25,0.690622,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-26.00,0.666232,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-25.75,0.651417,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-25.50,0.646288,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-25.25,0.627498,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-13.00_-25.00,0.634764,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-90.00,0.489250,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-89.75,0.496298,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-89.50,0.477358,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-89.25,0.500646,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-89.00,0.541321,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-88.75,0.554402,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-88.50,0.555444,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-88.25,0.565084,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-88.00,0.559397,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-87.75,0.592687,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-87.50,0.555571,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-87.25,0.590142,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-87.00,0.564115,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-86.75,0.568184,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-86.50,0.591117,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-86.25,0.593424,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-86.00,0.589439,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-85.75,0.653558,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-85.50,0.610395,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-85.25,0.669220,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-85.00,0.642865,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-84.75,0.682455,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-84.50,0.677202,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-84.25,0.675852,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-84.00,0.679415,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-83.75,0.647014,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-83.50,0.666663,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-83.25,0.651001,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-83.00,0.654141,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-82.75,0.678639,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-82.50,0.653910,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-82.25,0.633476,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-82.00,0.645121,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-81.75,0.654048,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-81.50,0.623189,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-81.25,0.718512,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-81.00,0.581661,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-80.75,0.704362,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-80.50,0.579732,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-80.25,0.574428,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-80.00,0.567706,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-79.75,0.493362,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-79.50,0.479065,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-79.25,0.511425,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-79.00,0.310280,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-78.75,0.383986,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-78.50,0.221846,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-78.25,0.207989,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-78.00,0.186458,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-77.75,0.169466,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-77.50,0.170926,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-77.25,0.188966,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-77.00,0.279739,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-76.75,0.453400,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-76.50,1.360715,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-76.25,3.477990,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-76.00,10.419275,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-75.75,9.456302,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-75.50,7.591074,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-75.25,7.288672,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-75.00,7.637905,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-74.75,8.011936,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-74.50,7.656259,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-74.25,6.214577,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-74.00,7.289697,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-73.75,3.873048,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-73.50,7.406514,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-73.25,9.093318,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-73.00,8.865439,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-72.75,9.658876,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-72.50,8.654999,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-72.25,9.459318,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-72.00,11.863075,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-71.75,22.823360,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-71.50,25.596701,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-71.25,19.665134,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-71.00,15.651635,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-70.75,14.408411,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-70.50,13.345264,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-70.25,12.767543,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-70.00,11.102867,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-69.75,12.350780,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-69.50,12.563151,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-69.25,12.714723,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-69.00,11.462986,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-68.75,10.518429,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-68.50,10.393456,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-68.25,10.300806,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-68.00,9.650835,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-67.75,9.120537,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-67.50,9.805009,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-67.25,8.755998,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-67.00,8.713467,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-66.75,8.576841,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-66.50,8.661569,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-66.25,8.208817,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-66.00,7.385053,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-65.75,7.318519,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-65.50,7.727165,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-65.25,8.380566,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-65.00,8.018707,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-64.75,7.698538,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-64.50,8.428855,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-64.25,8.441657,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-64.00,8.392365,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-63.75,8.767313,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-63.50,8.937500,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-63.25,8.829306,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-63.00,7.819694,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-62.75,8.358940,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-62.50,8.924614,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-62.25,8.704384,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-62.00,8.370378,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-61.75,9.024610,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-61.50,9.660995,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-61.25,9.268072,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-61.00,8.440150,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-60.75,8.674091,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-60.50,9.880740,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-60.25,8.452600,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-60.00,8.868746,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-59.75,7.578836,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-59.50,6.839717,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-59.25,8.557414,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-59.00,10.292476,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-58.75,8.045546,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-58.50,9.497387,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-58.25,8.027316,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-58.00,9.707344,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-57.75,9.589280,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-57.50,9.078318,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-57.25,9.257419,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-57.00,9.406237,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-56.75,8.849634,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-56.50,8.878007,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-56.25,7.605239,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-56.00,7.262487,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-55.75,7.140490,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-55.50,8.265513,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-55.25,8.623337,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-55.00,8.209173,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-54.75,7.940843,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-54.50,7.973759,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-54.25,8.252398,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-54.00,8.307325,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-53.75,8.235212,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-53.50,8.054841,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-53.25,7.944782,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-53.00,8.009251,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-52.75,8.242225,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-52.50,8.424468,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-52.25,8.448249,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-52.00,8.873068,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-51.75,7.918060,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-51.50,7.638971,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-51.25,8.199606,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-51.00,8.591135,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-50.75,8.632382,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-50.50,8.446654,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-50.25,8.437146,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-50.00,8.819714,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-49.75,8.804581,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-49.50,7.883800,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-49.25,8.116348,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-49.00,8.037680,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-48.75,8.128787,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-48.50,8.526120,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-48.25,8.237065,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-48.00,7.212533,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-47.75,6.636512,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-47.50,6.799546,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-47.25,7.653362,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-47.00,7.460475,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-46.75,5.274524,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-46.50,6.010923,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-46.25,6.737612,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-46.00,5.997604,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-45.75,5.173103,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-45.50,5.252384,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-45.25,5.394869,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-45.00,4.932218,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-44.75,5.004666,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-44.50,5.164018,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-44.25,4.725252,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-44.00,3.703179,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-43.75,3.230432,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-43.50,3.294274,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-43.25,2.990283,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-43.00,3.260510,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-42.75,3.076148,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-42.50,2.095329,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-42.25,2.365213,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-42.00,2.791434,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-41.75,2.639762,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-41.50,2.649519,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-41.25,2.870193,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-41.00,2.866789,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-40.75,3.063020,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-40.50,2.215420,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-40.25,1.743343,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-40.00,1.714087,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-39.75,1.693745,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-39.50,2.102435,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-39.25,2.595402,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-39.00,3.004866,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-38.75,3.012595,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-38.50,2.429565,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-38.25,2.182817,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-38.00,2.119734,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-37.75,1.871843,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-37.50,1.658209,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-37.25,1.550099,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-37.00,1.446506,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-36.75,1.338248,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-36.50,1.295464,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-36.25,1.190245,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-36.00,1.229595,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-35.75,1.176927,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-35.50,1.195518,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-35.25,1.164709,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-35.00,1.156331,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-34.75,1.143340,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-34.50,1.115748,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-34.25,1.097101,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-34.00,1.061810,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-33.75,1.045750,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-33.50,1.007281,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-33.25,0.996588,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-33.00,0.972826,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-32.75,0.942605,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-32.50,0.919436,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-32.25,0.906049,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-32.00,0.884476,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-31.75,0.868515,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-31.50,0.872310,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-12.75_-31.25,0.856378,research_only_not_submittable,vermelho,62b3626,2019-01
